,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5129800482030860,5621117124,25年02月03日 03:09,你担世界第一破防人,来自江苏,5129801205286213,30,你担世界第一破防人,5621117124,马尔嗝利炖蛋克斯,https://weibo.com/u/5621117124,娱乐博主,,其他,f,23294,264,2482,"49,616","16,257","317,790","383,663"
1,5129800482030860,5621117124,25年02月03日 10:13,"我不说你破防 应该说你家正主都已经破防了哟<img alt=""[偷笑]"" title=""[偷笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/71/2018new_touxiao_org.png"" /><img alt=""[偷笑]"" title=""[偷笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/71/2018new_touxiao_org.png"" />",来自广东,5129907782291888,8,我不说你破防 应该说你家正主都已经破防了哟[偷笑][偷笑],7672466126,Z_头发好卷昂_T,https://weibo.com/u/7672466126,,（1️⃣🐏💰🚿）🐎 🥟 🍥 🐉 🐑 （🐙👁️7️⃣）,广东 揭阳,f,48,167,3250,553,3,238,794
2,5129800482030860,5621117124,25年02月03日 12:34,j逼滚,来自江西,5129943243821247,1,j逼滚,7568664790,落叶秋-秋K,https://weibo.com/u/7568664790,,童禹坤,其他,f,124,323,160,831,1,242,"1,074"
3,5129800482030860,5621117124,25年02月03日 09:50,"<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />怪不得tyk这么糊原来你家也知道他实力垃圾啊<img alt=""[偷乐]"" title=""[偷乐]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fa/lxhtouxiao_thumb.gif"" />",来自湖南,5129902202554724,3,[允悲]怪不得tyk这么糊原来你家也知道他实力垃圾啊[偷乐],7617372472,亲爱的年糕墨墨小姐_,https://weibo.com/u/7617372472,,支持我幸福的的人 是隔着屏幕闪烁的你,其他,f,26,82,826,964,27,796,"1,787"
4,5129800482030860,5621117124,25年02月07日 01:08,"人家没有一句话急眼的怎么就破防了呢<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自贵州,5131220307151170,0,人家没有一句话急眼的怎么就破防了呢[允悲],3859804778,宋佳佳h,https://weibo.com/u/3859804778,,啦啦啦.,其他,f,50,151,1437,578,33,451,"1,062"
5,5129800482030860,5621117124,25年02月03日 09:46,"回复<a href=/n/用户7834539082 usercard=""name=@用户7834539082"">@用户7834539082</a>://<a href=/n/墨染利丽 usercard=""name=@墨染利丽"">@墨染利丽</a>:回复<a href=/n/用户7834539082 usercard=""name=@用户7834539082"">@用户7834539082</a>:那只是歌词  不要过分阅读<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" /> 且不是你家先引战的吗？词是公司分的<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />有事找公司啊<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />关我家什么事，厂牌物料不看吗？",来自云南,5129901075857442,1,回复@用户7834539082://@墨染利丽:回复@用户7834539082:那只是歌词  不要过分阅读[doge] 且不是你家先引战的吗？词是公司分的[允悲]有事找公司啊[允悲]关我家什么事，厂牌物料不看吗？,7778281150,风吹出栀子花的思念,https://weibo.com/u/7778281150,,忙于学业，发帖放假会补,其他,m,23,73,344,229,38,118,385
6,5129800482030860,5621117124,25年02月06日 00:36,"回复<a href=/n/风吹出栀子花的思念 usercard=""name=@风吹出栀子花的思念"">@风吹出栀子花的思念</a>:太～有～实～力～<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自安徽,5130849714179442,0,回复@风吹出栀子花的思念:太～有～实～力～[允悲][允悲][允悲],7938078691,阿童的小禹宙呀,https://weibo.com/u/7938078691,,₍˄·͈༝·͈˄*₎◞ ̑̑,其他,f,1,56,34,7,0,35,42
7,5129800482030860,5621117124,25年02月03日 13:01,"回复<a href=/n/亲爱的年糕墨墨小姐_ usercard=""name=@亲爱的年糕墨墨小姐_"">@亲爱的年糕墨墨小姐_</a>:<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />破防了小姐姐<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自江西,5129950059561546,0,回复@亲爱的年糕墨墨小姐_:[泪][泪][泪]破防了小姐姐[嘻嘻],7568664790,落叶秋-秋K,https://weibo.com/u/7568664790,,童禹坤,其他,f,124,323,160,831,1,242,"1,074"
8,5129800482030860,5621117124,25年02月03日 13:00,"回复<a href=/n/落叶秋-秋K usercard=""name=@落叶秋-秋K"">@落叶秋-秋K</a>:你这么喜欢top喊你正主去求啊<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />我们也没说要进top你们理解能力是不是有点问题<img alt=""[作揖]"" title=""[作揖]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e7/2018new_zuoyi_org.png"" /><img alt=""[黑线]"" title=""[黑线]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a3/2018new_heixian_org.png"" />",来自湖南,5129949927703627,0,回复@落叶秋-秋K:你这么喜欢top喊你正主去求啊[允悲][允悲]我们也没说要进top你们理解能力是不是有点问题[作揖][黑线],7617372472,亲爱的年糕墨墨小姐_,https://weibo.com/u/7617372472,,支持我幸福的的人 是隔着屏幕闪烁的你,其他,f,26,82,826,964,27,796,"1,787"
9,5129800482030860,5621117124,25年02月03日 12:38,"回复<a href=/n/亲爱的年糕墨墨小姐_ usercard=""name=@亲爱的年糕墨墨小姐_"">@亲爱的年糕墨墨小姐_</a>:你担有实力<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />你担也没在top啊<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自江西,5129944281645773,0,回复@亲爱的年糕墨墨小姐_:你担有实力[泪]你担也没在top啊[泪],7568664790,落叶秋-秋K,https://weibo.com/u/7568664790,,童禹坤,其他,f,124,323,160,831,1,242,"1,074"
