,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5156596690716101,1959830294,25年04月18日 02:10,啊，我的概念是买贵的对的都OK，但是不能买有害的。那个课999，都在给你讲特朗普下一步的动向、基金的走势、亲子教育，这就是个有害的东西。我妈出门花几百块钱买淘宝几十的产品，我从来无所谓，因为没有害。但这种课程有害。我妈的观点是课程不但无害，还大有裨益。,来自广东,5156603083358420,108,啊，我的概念是买贵的对的都OK，但是不能买有害的。那个课999，都在给你讲特朗普下一步的动向、基金的走势、亲子教育，这就是个有害的东西。我妈出门花几百块钱买淘宝几十的产品，我从来无所谓，因为没有害。但这种课程有害。我妈的观点是课程不但无害，还大有裨益。,1959830294,汪有,https://weibo.com/u/1959830294,2024微博年度新知博主 科学科普博主,汪有，啥都有,广东 广州,m,1387716,794,13285,"1,225,481","2,135,214","20,520,841","23,881,536"
1,5156596690716101,1959830294,25年04月18日 05:51,"课1000无所谓。可是它的课是约等于诈骗了。。。。。多少人从一千被骗几十万的<img alt=""[淡淡的]"" title=""[淡淡的]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2024_takearest_org.png"" />",来自重庆,5156658540708212,113,课1000无所谓。可是它的课是约等于诈骗了。。。。。多少人从一千被骗几十万的[淡淡的],2658772263,财到嘻嘻_,https://weibo.com/u/2658772263,,一个野人,其他,f,11,50,3315,"6,670",843,"2,680","10,193"
2,5156596690716101,1959830294,25年04月18日 08:35,这不是舍不得一千块钱啊 中老年人上这种课被洗脑很危险啊！,来自重庆,5156699992754158,76,这不是舍不得一千块钱啊 中老年人上这种课被洗脑很危险啊！,6626006317,l鱼苗I,https://weibo.com/u/6626006317,电影博主,ᕕ( ᐛ )ᕗ我好快乐因为我在我的快乐宇宙（系统修正+赛博僵尸道长不定期清粉中 如有误伤私密马赛）,其他,f,366440,508,23228,"1,573,830","23,766,240","36,747,947","62,088,017"
3,5156596690716101,1959830294,25年04月18日 05:09,阿姨看的这种课很大程度是诈骗，汪有只是在控制风险，正常人都应该想到去阻止，并不是抠啊,来自广东,5156648104755659,50,阿姨看的这种课很大程度是诈骗，汪有只是在控制风险，正常人都应该想到去阻止，并不是抠啊,2789672433,好时光出门遛弯,https://weibo.com/u/2789672433,,本店不卖茶,安徽 合肥,m,40,179,1164,103,30,62,195
4,5156596690716101,1959830294,25年04月18日 06:53,跟买保健品差不多，孩子不介入会越来越高金额的买,来自内蒙古,5156674201978591,27,跟买保健品差不多，孩子不介入会越来越高金额的买,1291880227,夏日炎炎vV,https://weibo.com/u/1291880227,,,广东 深圳,f,312,633,1860,19,93,252,364
5,5156596690716101,1959830294,25年04月18日 08:23,如果把上课换成传销，你是不是就懂了,来自广东,5156697002479290,18,如果把上课换成传销，你是不是就懂了,1802050305,米斯特2b斯基,https://weibo.com/u/1802050305,,世界在搞笑，我又何必太较真,广东 广州,m,672,826,1409,"1,924",324,166,"2,414"
6,5156596690716101,1959830294,25年04月18日 06:54,其实我觉得吧，不想母亲被骗完全可以理解。但母亲可能就是不管好的坏的都应该经历一下，她62岁了不算小，比起被管制这种我还什么都没做就是被不信任能力了，才着急的。有时候子女对待老人就像养孩子：你去做，我给你兜底，父母也不傻，吃亏一次也没什么的。,来自北京,5156674617475223,10,其实我觉得吧，不想母亲被骗完全可以理解。但母亲可能就是不管好的坏的都应该经历一下，她62岁了不算小，比起被管制这种我还什么都没做就是被不信任能力了，才着急的。有时候子女对待老人就像养孩子：你去做，我给你兜底，父母也不傻，吃亏一次也没什么的。,6084573197,终将一日会有喵,https://weibo.com/u/6084573197,,存钱养喵,北京 东城区,m,6,330,8,0,0,1,1
7,5156596690716101,1959830294,25年04月18日 09:50,这个跟控制欲没关系啊，课虽然只有1000块花了也就花了（博主也说了可以给妈妈报销），但他是个投资课……也就是说后面会亏多少还不好说，说难听点可能就是个无底洞，这只是金钱方面的；心理方面，如果基金投资亏损了，那妈妈势必心理上承受很大压力，开始自责后悔。不管从哪个方面来说，博主劝说是对的,来自北京,5156718870792169,12,这个跟控制欲没关系啊，课虽然只有1000块花了也就花了（博主也说了可以给妈妈报销），但他是个投资课……也就是说后面会亏多少还不好说，说难听点可能就是个无底洞，这只是金钱方面的；心理方面，如果基金投资亏损了，那妈妈势必心理上承受很大压力，开始自责后悔。不管从哪个方面来说，博主劝说是对的,1784598701,飞贼小凉,https://weibo.com/u/1784598701,,"Slow is smooth, and smooth is fast.",海外 加拿大,f,545,399,2985,"5,740","1,028","1,711","8,479"
8,5156596690716101,1959830294,25年04月18日 09:07,上课过程中，让他们去投资咋办？课钱是没多少，存款被骗了可就大发了,来自安徽,5156707954067709,5,上课过程中，让他们去投资咋办？课钱是没多少，存款被骗了可就大发了,6186202960,哈哈散人呦,https://weibo.com/u/6186202960,,每天都要哈哈哈哈,其他,f,14,396,4490,53,134,55,242
9,5156596690716101,1959830294,25年04月18日 08:01,"这次1000，下次2000，不打住可能还有无数次啊……<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自四川,5156691374509827,6,这次1000，下次2000，不打住可能还有无数次啊……[允悲],3154482723,万恶的起名控,https://weibo.com/u/3154482723,,二次元/小说爱好者,其他,f,72,100,804,277,14,243,534
10,5156596690716101,1959830294,25年04月18日 01:53,是的，而且不是为了这件事担忧，是为了没发生的未来担忧，成本控制在浮动线之下，能看到滑落的愿景，做出制止就好了。,来自陕西,5156598708961365,5,是的，而且不是为了这件事担忧，是为了没发生的未来担忧，成本控制在浮动线之下，能看到滑落的愿景，做出制止就好了。,7692726252,少冰不要麻薯,https://weibo.com/u/7692726252,,十有九人堪白眼。,陕西,m,8,313,750,64,84,109,257
11,5156596690716101,1959830294,25年04月18日 10:59,我妈花3000在网上学钢琴没问题，花30在网上学投资我都得说一顿，因为一个是假的也不会有什么严重后果，另一个真的会造成损失,来自北京,5156736046728496,2,我妈花3000在网上学钢琴没问题，花30在网上学投资我都得说一顿，因为一个是假的也不会有什么严重后果，另一个真的会造成损失,3992298894,花式求abo哨兵向导_酒,https://weibo.com/u/3992298894,,无。姐妹们请保护好自己的个人信息。,其他,m,242,569,12656,"5,974","18,319","6,407","30,700"
12,5156596690716101,1959830294,25年04月18日 10:06,会上万,来自北京,5156722864558130,1,会上万,5109612927,暗中偷看傻子,https://weibo.com/u/5109612927,,没有秘密的人永远成不了大器,其他,m,198,422,1998,412,181,570,"1,163"
