,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5141956489906419,1237389341,2025-03-08 16:16:26,"今年最拼命的房产销冠就这么诞生了<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自上海,5141958013750159,1,24,今年最拼命的房产销冠就这么诞生了[允悲],1623379944,安神补脑玩儿,https://weibo.com/u/1623379944,生活安神，工作补脑，合着都是玩儿。,上海 浦东新区,f,99579,431,491,371,11,635,"1,017",nan
1,5141956489906419,1237389341,2025-03-08 16:35:10,"套路太深，一路小心，房事多多<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",来自广东,5141962731290925,2,9,套路太深，一路小心，房事多多[哈哈],6255780394,牛大眼观茶,https://weibo.com/u/6255780394,煮酒论茶，泡财经，只买龙头；深度观察，顺势而为，大胆操作，以耐心守未来,广东,m,115,61,214,186,7,650,843,nan
2,5141956489906419,1237389341,2025-03-08 20:26:22,这怎么听着跟酒托有点像呢？,来自广东,5142020909959751,2,2,这怎么听着跟酒托有点像呢？,6312147893,鱼香茄子四季豆,https://weibo.com/u/6312147893,,广东 珠海,m,51,54,3259,11,10,31,52,nan
3,5141956489906419,1237389341,2025-03-08 16:47:20,小姐“从良”高端局,来自浙江,5141965788416789,0,9,小姐“从良”高端局,3818116707,即将登上新高峰,https://weibo.com/u/3818116707,以后再也不跟低维度的废话连篇了,浙江 杭州,m,283,280,211,12,6,40,58,nan
4,5141956489906419,1237389341,2025-03-08 17:25:09,"为了高价卖房 女销售脚踩三十六条船<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自北京,5141975309223362,1,5,为了高价卖房 女销售脚踩三十六条船[笑cry],1743941022,发明创造与艺术,https://weibo.com/u/1743941022,奔奔族教父、创造力大湿、观念艺术家,北京,m,106069,130,4227,"3,044","10,154","1,920","15,118",维西蜜多瑞格格生物资源开发有限公司总经理
5,5141956489906419,1237389341,2025-03-08 16:16:37,"人家女生应该也付出了吧。不然只谈个女朋友就买个房也太不慎重了吧<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自广东,5141958058839157,2,5,人家女生应该也付出了吧。不然只谈个女朋友就买个房也太不慎重了吧[允悲],6579268145,半山望远2022,https://weibo.com/u/6579268145,道可道，非常道，名可名，非常名,其他,m,100,66,1203,20,2,33,55,nan
6,5141956489906419,1237389341,2025-03-08 16:23:17,"<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" /><img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" /><img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" /><img alt=""[鲜花]"" title=""[鲜花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d4/2018new_xianhua_org.png"" /><img alt=""[鲜花]"" title=""[鲜花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d4/2018new_xianhua_org.png"" /><img alt=""[鲜花]"" title=""[鲜花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d4/2018new_xianhua_org.png"" />",来自湖北,5141959736036531,0,0,[good][good][good][鲜花][鲜花][鲜花],2293979865,名字暂且先叫波村开拓者吧0c1973,https://weibo.com/u/2293979865,,新疆 阿勒泰,m,62,27,4,0,0,25,25,nan
7,5141956489906419,1237389341,2025-03-08 20:38:01,全女法庭笑而不语,来自广西,5142023841515263,0,4,全女法庭笑而不语,1504476693,东风551,https://weibo.com/u/1504476693,,上海 卢湾区,f,41,1756,11586,12,51,115,178,nan
8,5141956489906419,1237389341,2025-03-08 20:42:52,"回复<a href=/n/小马过河SNS usercard=""name=@小马过河SNS"">@小马过河SNS</a> 的表态:[锦鲤附体][锦鲤附体][锦鲤附体]",来自广东,5142025063633050,0,1,回复@小马过河SNS 的表态:[锦鲤附体][锦鲤附体][锦鲤附体],6255780394,牛大眼观茶,https://weibo.com/u/6255780394,煮酒论茶，泡财经，只买龙头；深度观察，顺势而为，大胆操作，以耐心守未来,广东,m,115,61,214,186,7,650,843,nan
9,5141956489906419,1237389341,2025-03-08 17:49:41,"这房车竟然用这么多司机…<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" /><img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" /><img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",来自广东,5141981480618729,0,2,这房车竟然用这么多司机…[哈哈][哈哈][哈哈],6070645410,宁静志远-守真志满,https://weibo.com/u/6070645410,孤独使人认识到在环境中如何生存，自然界中给予参悟宇宙与人的哲理，黄山松屹立不倒于峭壁上不依托攀俯因为从小它就知道在恶劣环境中如何孤独中生,其他,m,293,671,3495,56,13,142,211,nan
10,5141956489906419,1237389341,2025-03-12 21:36:28,"回复<a href=/n/魏鹘 usercard=""name=@魏鹘"">@魏鹘</a> 的表态:[锦鲤附体][锦鲤附体]",来自广东,5143488107119429,0,0,回复@魏鹘 的表态:[锦鲤附体][锦鲤附体],6255780394,牛大眼观茶,https://weibo.com/u/6255780394,煮酒论茶，泡财经，只买龙头；深度观察，顺势而为，大胆操作，以耐心守未来,广东,m,115,61,214,186,7,650,843,nan
11,5141956489906419,1237389341,2025-03-12 14:22:42,"回复<a href=/n/魏鹘 usercard=""name=@魏鹘"">@魏鹘</a> 的表态:[锦鲤附体][锦鲤附体][锦鲤附体]",来自广东,5143378942757083,0,0,回复@魏鹘 的表态:[锦鲤附体][锦鲤附体][锦鲤附体],6255780394,牛大眼观茶,https://weibo.com/u/6255780394,煮酒论茶，泡财经，只买龙头；深度观察，顺势而为，大胆操作，以耐心守未来,广东,m,115,61,214,186,7,650,843,nan
12,5141956489906419,1237389341,2025-03-11 13:36:45,恢复古代律例！,来自江苏,5143004995649752,0,0,恢复古代律例！,2937524717,阿黄ha,https://weibo.com/u/2937524717,@资深文化书画艺术爱好者 @与您分享中外古今各大博物馆原版高清历代名家书画作品、趣闻及背后的故事，带您走进艺术的世界。,江苏 淮安,m,21,357,2061,1,18,74,93,nan
13,5141956489906419,1237389341,2025-03-08 18:58:29,"回复<a href=/n/宁静志远-守真志满 usercard=""name=@宁静志远-守真志满"">@宁静志远-守真志满</a> 的表态:[锦鲤附体][锦鲤附体][锦鲤附体]",来自广东,5141998794180583,0,0,回复@宁静志远-守真志满 的表态:[锦鲤附体][锦鲤附体][锦鲤附体],6255780394,牛大眼观茶,https://weibo.com/u/6255780394,煮酒论茶，泡财经，只买龙头；深度观察，顺势而为，大胆操作，以耐心守未来,广东,m,115,61,214,186,7,650,843,nan
14,5141956489906419,1237389341,2025-03-08 18:58:23,"回复<a href=/n/冏炯展 usercard=""name=@冏炯展"">@冏炯展</a> 的表态:[锦鲤附体][锦鲤附体]",来自广东,5141998772945026,0,0,回复@冏炯展 的表态:[锦鲤附体][锦鲤附体],6255780394,牛大眼观茶,https://weibo.com/u/6255780394,煮酒论茶，泡财经，只买龙头；深度观察，顺势而为，大胆操作，以耐心守未来,广东,m,115,61,214,186,7,650,843,nan
15,5141956489906419,1237389341,2025-03-09 10:54:31,"<img alt=""[作揖]"" title=""[作揖]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e7/2018new_zuoyi_org.png"" />",来自广东,5142239387323534,0,0,[作揖],2824019152,ccc杰lin,https://weibo.com/u/2824019152,只恐夜深花睡去，故烧高烛照红妆,广东 深圳,m,93,63,15,0,0,1,1,nan
16,5141956489906419,1237389341,2025-03-09 07:17:20,支持张大哥,来自广东,5142184730821173,0,0,支持张大哥,3276285355,宇宙帆船3276285355,https://weibo.com/u/3276285355,,其他,m,2476,1234,2974,66,604,689,"1,359",nan
17,5141956489906419,1237389341,2025-03-09 00:55:35,好可怕！,来自广西,5142088661861398,0,0,好可怕！,6316612444,遥想广陵散,https://weibo.com/u/6316612444,,其他,f,122,348,4829,222,753,481,"1,456",nan
18,5141956489906419,1237389341,2025-03-08 21:22:02,优确实如此,来自四川,5142034918936025,0,0,优确实如此,3280328592,勐秋来,https://weibo.com/u/3280328592,诗意 文化 茶,四川 成都,m,16,192,3477,33,7,26,66,nan
