,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5148773161894287,7842128816,2025-03-27 14:39:13,"像我这种讲两句就想笑的人要怎么角色扮演啊<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",来自江西,5148818917033525,6,13,像我这种讲两句就想笑的人要怎么角色扮演啊[泪][泪],2144815154,怎会如此喜欢你,https://weibo.com/u/2144815154,a little girl,其他,f,252,62,49,92,0,208,300
1,5148773161894287,7842128816,2025-03-27 11:38:41,"女性上位真的很爽 年纪大了就喜欢掌控了<img alt=""[馋嘴]"" title=""[馋嘴]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fa/2018new_chanzui_org.png"" />",来自上海,5148773483807957,0,4,女性上位真的很爽 年纪大了就喜欢掌控了[馋嘴],7721868089,KittyrecalloOooo,https://weibo.com/u/7721868089,人总是因为片刻的幸福而原谅所有痛苦.,其他,f,127,182,341,160,0,119,279
2,5148773161894287,7842128816,2025-03-27 12:16:54,"爽<img alt=""[羞嗒嗒]"" title=""[羞嗒嗒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/df/lxhxiudada_org.gif"" />",来自内蒙古,5148783102136982,0,1,爽[羞嗒嗒],6441051480,_宝111,https://weibo.com/u/6441051480,已婚 夫妻感情很好 网络评论只是口嗨 无任何其他意向 男的别私信 谢谢,贵州,f,481,207,36,856,2,397,"1,255"
3,5148773161894287,7842128816,2025-03-28 10:57:53,哇,来自广东,5149125604543341,1,0,哇,6229250637,祁颍_pi,https://weibo.com/u/6229250637,对快乐的标准要低一点,其他,f,37,382,64,47,0,126,173
4,5148773161894287,7842128816,2025-03-27 12:39:18,"好羡慕月姐<img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" /><img alt=""[嘻嘻]"" title=""[嘻嘻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/33/2018new_xixi_org.png"" />",来自重庆,5148788743733418,0,1,好羡慕月姐[嘻嘻][嘻嘻],7485287769,重庆小哥哥要努力啊,https://weibo.com/u/7485287769,努力工作！热爱打球健身分手后没有xsh，性不肮脏正确看待不做违法事，发得有点大尺度闲人勿扰，洁身自好🙏。找女朋友一切随缘❤️善良有爱有温度,重庆,m,1025,431,372,662,7,929,"1,598"
5,5148773161894287,7842128816,2025-03-28 07:49:30,奈斯,来自湖北,5149078196584762,0,0,奈斯,5949720578,假球迷吃烤鱼,https://weibo.com/u/5949720578,,湖北 武汉,m,810,1632,20634,373,140,"1,220","1,733"
6,5148773161894287,7842128816,2025-03-27 14:10:49,"喜欢<img alt=""[害羞]"" title=""[害羞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/c1/2018new_haixiu_org.png"" />",来自广西,5148811769155448,0,0,喜欢[害羞],7651075305,词宝肯定能过的_谨言慎行版,https://weibo.com/u/7651075305,单身勿扰！！！,其他,f,285,265,534,290,13,"1,570","1,873"
7,5148773161894287,7842128816,2025-03-27 11:39:19,"<img alt=""[污]"" title=""[污]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/10/2018new_wu_org.png"" /><img alt=""[污]"" title=""[污]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/10/2018new_wu_org.png"" /><img alt=""[污]"" title=""[污]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/10/2018new_wu_org.png"" />",来自天津,5148773642668622,0,0,[污][污][污],5849076717,BESTliliare,https://weibo.com/u/5849076717,当你走到一个足够高的程度时， 会发现身边的都是好人❤️❤️,内蒙古,f,830,224,382,278,4,982,"1,264"
8,5148773161894287,7842128816,2025-03-29 12:34:18,很想试一下,来自山东,5149512256982146,0,0,很想试一下,6986105176,海蛎子我啊要被嗦了,https://weibo.com/u/6986105176,是个海蛎子（壳硬芯软,山东 济南,m,102,337,6362,243,31,887,"1,161"
9,5148773161894287,7842128816,2025-03-29 09:26:00,哈哈哈没试过不过喜欢看这种,来自湖南,5149464869995236,0,0,哈哈哈没试过不过喜欢看这种,7149657427,-逸风之,https://weibo.com/u/7149657427,,其他,m,7,37,19,3,0,1,4
