,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5065941018221019,1189615035,2024-08-10 22:10:00,"最后一句话直接干沉默一众黄某人，董老师始终走在最前沿<img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />",来自天津,5065945540729336,3,6,最后一句话直接干沉默一众黄某人，董老师始终走在最前沿[赞],3857104884,等闲之人莫等闲,https://weibo.com/u/3857104884,酷爱足球和文学，世界装不下我，我却可以静静地看着它，没有翅膀的人至少要拥有梦想。,北京 昌平区,m,265,1046,1066,249,78,416,743
1,5065941018221019,1189615035,2024-08-10 22:44:17,我们的路是正确的！,来自北京,5065954165788827,1,0,我们的路是正确的！,1412142184,裸奔的瘸子,https://weibo.com/u/1412142184,裸奔在钢筋水泥中的瘸子！,北京 朝阳区,m,255,264,114,16,7,19,42
2,5065941018221019,1189615035,2024-08-10 22:12:25,"<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" /><img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" /><img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自北京,5065946146281691,0,1,[good][good][good],5337580652,热爱生活的钢铁侠,https://weibo.com/u/5337580652,犯二青年欢乐多……,贵州,m,270,62,373,326,80,"1,103","1,509"
3,5065941018221019,1189615035,2024-08-10 22:04:55,那董老师建议两位大哥的投资就是这样的运作模式。,来自天津,5065944261464518,0,1,那董老师建议两位大哥的投资就是这样的运作模式。,3358354050,AlanBlack1999,https://weibo.com/u/3358354050,,天津 南开区,m,43,357,55,17,11,8,36
4,5065941018221019,1189615035,2024-08-11 00:48:12,"AI 连最基本的翻译有时候都磕磕绊绊<img alt=""[笑而不语]"" title=""[笑而不语]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/2d/2018new_xiaoerbuyu_org.png"" />",来自上海,5065985350698708,0,1,AI 连最基本的翻译有时候都磕磕绊绊[笑而不语],1762514132,小k主义,https://weibo.com/u/1762514132,,上海 浦东新区,m,93,603,1128,76,77,107,260
5,5065941018221019,1189615035,2024-08-10 22:27:32,"流量小将到流量大将的转变，中间是留洋小将的过渡<img alt=""[666]"" title=""[666]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6c/2022_666_org.png"" /><img alt=""[666]"" title=""[666]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6c/2022_666_org.png"" /><img alt=""[666]"" title=""[666]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6c/2022_666_org.png"" />",来自山西,5065949953399125,0,1,流量小将到流量大将的转变，中间是留洋小将的过渡[666][666][666],2413662763,跟着风的信仰,https://weibo.com/u/2413662763,To find what you believe,山西 太原,m,129,279,369,69,10,147,226
6,5065941018221019,1189615035,2024-08-10 23:19:20,"<img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />",来自山东,5065962989030675,0,0,[赞],5991752281,Amypj来福乐乐,https://weibo.com/u/5991752281,哨声不止，战斗不息! ! !,山东,f,871,272,93630,628,"1,250","11,057","12,935"
7,5065941018221019,1189615035,2024-08-10 22:51:15,"《欢迎来到雷克瑟姆》<img alt=""[可爱]"" title=""[可爱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/09/2018new_keai_org.png"" /><img alt=""[可爱]"" title=""[可爱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/09/2018new_keai_org.png"" /><img alt=""[可爱]"" title=""[可爱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/09/2018new_keai_org.png"" />",来自浙江,5065955919274446,0,0,《欢迎来到雷克瑟姆》[可爱][可爱][可爱],1963496423,纪实片场小明同学,https://weibo.com/u/1963496423,北电落榜伪文青，野生泥腿子编导。 主要工作经历： 电视剧《爱情公寓第四季》副导演。 电影《枪响之后》执行导演。 电影《怒海屠妖》执行导演。,山东 烟台,m,238,461,13,13,7,25,45
8,5065941018221019,1189615035,2024-08-15 07:09:20,"<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自河南,5067530819863346,0,0,[good],1940651875,李芊豪,https://weibo.com/u/1940651875,心善志坚，必得天佑。,河南 郑州,m,947,43,14238,"1,627","2,947","2,126","6,700"
9,5065941018221019,1189615035,2024-08-11 13:08:49,"<img alt=""[good]"" title=""[good]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_good_org.png"" />",来自江苏,5066171739800171,0,0,[good],1769022083,YZZY55880,https://weibo.com/u/1769022083,,江苏 扬州,m,194,876,1006,93,52,71,216
10,5065941018221019,1189615035,2024-08-11 01:04:50,"<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自浙江,5065989538186735,0,0,[打call][打call][打call],6209637906,哈兰德_小迷弟,https://weibo.com/u/6209637906,,其他,m,60,193,454,14,1,96,111
11,5065941018221019,1189615035,2024-08-10 22:33:52,"未来可期<img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" /><img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />",来自北京,5065951550636374,0,0,未来可期[赞][赞][赞],2410779335,九川AIGC,https://weibo.com/u/2410779335,AI时代终身学习者,北京,m,472,1448,135,4,8,43,55
12,5065941018221019,1189615035,2024-08-10 22:03:59,赶快申请专利,来自陕西,5065944026061624,0,0,赶快申请专利,1374864302,大大大米干干干饭,https://weibo.com/u/1374864302,观背青鳉鱼室内鱼房,陕西 西安,m,814,250,45,15,0,45,60
13,5065941018221019,1189615035,2024-08-10 21:53:39,"快船也是网红兴趣班<img alt=""[偷笑]"" title=""[偷笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/71/2018new_touxiao_org.png"" />",来自上海,5065941425330584,0,0,快船也是网红兴趣班[偷笑],3625373440,nicebayern,https://weibo.com/u/3625373440,,其他,m,81,338,109,7,0,18,25
14,5065941018221019,1189615035,2024-08-10 21:53:14,"<img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" /><img alt=""[打call]"" title=""[打call]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/39/moren_dacall02_org.png"" />",来自海南,5065941320205248,0,0,[打call][打call][打call],1412857242,椰城大渔,https://weibo.com/u/1412857242,热心市民,海南 海口,m,132,1057,469,36,34,106,176
15,5065941018221019,1189615035,2024-08-10 21:58:42,"这不就是“中国足球小将”模式吗，得赶快把这个模式申遗。<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自北京,5065942696991477,0,2,这不就是“中国足球小将”模式吗，得赶快把这个模式申遗。[doge],5900130235,风月柳底飞花,https://weibo.com/u/5900130235,滚滚黄河，滔滔长江。,甘肃,m,40,18,29,27,0,38,65
16,5065941018221019,1189615035,2024-08-11 21:35:48,本来体育产业就是第三产业，本质是服务业、娱乐业，所以有文体不分家的说法,来自广东,5066299320834658,0,0,本来体育产业就是第三产业，本质是服务业、娱乐业，所以有文体不分家的说法,5294480484,RyuEinzawa,https://weibo.com/u/5294480484,,上海 浦东新区,m,4,15,7,0,0,0,0
17,5065941018221019,1189615035,2024-08-11 04:38:40,产业链和发展盈利模式已经显现，当前资本预期可以盈利，且符合球员球迷及大众的多方需求。虽然周期稍长但可以实现良性循环，个别极优秀球员的出现还会有更具潜力的利润。引入多少资本参与已经可以讨论了。,来自湖北,5066043356086302,0,1,产业链和发展盈利模式已经显现，当前资本预期可以盈利，且符合球员球迷及大众的多方需求。虽然周期稍长但可以实现良性循环，个别极优秀球员的出现还会有更具潜力的利润。引入多少资本参与已经可以讨论了。,5249174000,用户7847980028,https://weibo.com/u/5249174000,,其他,m,8,64,43,0,0,2,2
18,5065941018221019,1189615035,2024-08-10 21:59:10,竞技运动离不开资本，流量往往能吸引到资本，所以流量对足球的重要性不言而喻,来自江苏,5065942814689259,0,0,竞技运动离不开资本，流量往往能吸引到资本，所以流量对足球的重要性不言而喻,7839064392,在鱼塘边下棋的小熊熊,https://weibo.com/u/7839064392,,其他,m,27,61,43,2,0,2,4
