,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5106904744071650,5406347304,2024-12-01 22:54:56,图片评论 ,来自河南,5106906676333984,2,218,图片评论 http://t.cn/A6mIoCkZ,5661882247,恭喜恭喜最初是庆祝抗日胜利的歌,https://weibo.com/u/5661882247,天再大的事，到了明天就是小事；今年再大的事，到了明年就是故事；,新疆,f,484,133,872,670,138,"9,550","10,358",
1,5106904744071650,5406347304,2024-12-02 00:30:21,"我一直都不理解我们女生争取自己的权利关那些爱嘲讽的♂什么事儿<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自江苏,5106930691604926,7,128,我一直都不理解我们女生争取自己的权利关那些爱嘲讽的♂什么事儿[允悲],7823916899,荔枝_North,https://weibo.com/u/7823916899,天天开心,北京,f,63,171,2488,"1,310",142,"1,255","2,707",
2,5106904744071650,5406347304,2024-12-01 23:49:58,图片评论 ,来自广东,5106920530641207,16,57,图片评论 http://t.cn/A6mIpJpu,2205153267,嘎嘎要向前看,https://weibo.com/u/2205153267,Another one bites the dust,其他,f,127,929,8765,"1,091","2,736","2,297","6,124",
3,5106904744071650,5406347304,2024-12-01 22:52:28,养老问题很好解决，趁年轻多锻炼多健身，专心搞事业，不要搞男人。拥有自己的动产和不动产，老年生活会非常健康幸福,来自江苏,5106906060554448,0,50,养老问题很好解决，趁年轻多锻炼多健身，专心搞事业，不要搞男人。拥有自己的动产和不动产，老年生活会非常健康幸福,6026535399,T灵隐雪T,https://weibo.com/u/6026535399,不混圈，不站队，爱吃的就坐下吃，不爱吃就离席。尊重每个人的喜恶，安静吃粮，不舞不吵不闹，勿扰谢谢。,其他,f,48,613,67644,343,"4,903","2,383","7,629",
4,5106904744071650,5406347304,2024-12-02 07:21:11,"韩国有个校长，不结婚生子，专心搞事业，九十岁了容光焕发跟四五十岁似的，好多不结婚生子的，都把自己养的很好<img alt=""[可怜]"" title=""[可怜]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/96/2018new_kelian_org.png"" />",来自四川,5107034082509060,1,31,韩国有个校长，不结婚生子，专心搞事业，九十岁了容光焕发跟四五十岁似的，好多不结婚生子的，都把自己养的很好[可怜],7360231295,恨了所有人,https://weibo.com/u/7360231295,你听我说（逃跑）我是毒唯（绊倒）我真的是毒唯！啊啊啊啊啊啊不要过来（爬行）我真的是毒唯！,其他,f,41,679,45,61,0,216,277,
5,5106904744071650,5406347304,2024-12-02 01:50:20,"不懂<img alt=""[费解]"" title=""[费解]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/2a/2018new_wenhao_org.png"" />女性维权管他们男的啥事儿啊<img alt=""[费解]"" title=""[费解]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/2a/2018new_wenhao_org.png"" />",来自广东,5106950821904407,2,12,不懂[费解]女性维权管他们男的啥事儿啊[费解],7368626140,我tour很多爱豆,https://weibo.com/u/7368626140,FOREVER-QIN,其他,f,22,165,3553,794,57,703,"1,554",
6,5106904744071650,5406347304,2024-12-02 06:48:07,我只同意他们找对象只限男性，祝他们男上加男。,来自广东,5107025756816668,0,23,我只同意他们找对象只限男性，祝他们男上加男。,6853061789,夕洛七彩,https://weibo.com/u/6853061789,自从有了静静，我才懂得什么是爱，才学会了如何爱人。,广东 东莞,f,58,492,64,11,7,58,76,
7,5106904744071650,5406347304,2024-12-02 05:02:45,"写的什么玩意，世上没有父权只有男权才对<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />父权本身就是模糊化男权的叫法",来自江苏,5106999241212316,0,5,写的什么玩意，世上没有父权只有男权才对[笑cry]父权本身就是模糊化男权的叫法,6277769549,落溪骁,https://weibo.com/u/6277769549,镇魂防s，不用关注我只是个小号,其他,f,9,459,104,12,6,59,77,
8,5106904744071650,5406347304,2024-12-02 07:46:41,评论区咋还有个铁粉3急了,来自北京,5107040499794154,0,14,评论区咋还有个铁粉3急了,6214314961,奇迹大陆十年公民Alexa,https://weibo.com/u/6214314961,命运如水 势在人为丨个人博丨可sx养贴 随机看dy,北京,f,8653,3889,2750,"10,271",881,"16,671","27,823",娱乐博主
9,5106904744071650,5406347304,2024-12-02 12:34:56,"怎么会没有男权呢<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />，男权才是根儿啊",来自河北,5107113040805927,0,2,怎么会没有男权呢[笑cry]，男权才是根儿啊,7279600675,JSXW-DBGRC,https://weibo.com/u/7279600675,镇魂/abo/🌈/新建文件夹/les/lgbt/gay（大眼有🧊💢）,其他,f,29,143,499,0,113,161,274,
