,main_body_mid,main_body_uid,发布时间,处理内容,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5115081353858285,3815664603,2024-12-24 18:12:47,关注,5115170591875063,0,0,关注,2139684615,文明成都,https://weibo.com/u/2139684615,成都市精神文明建设办公室官方微博,成都文明网官方微博 成都好人线索爆料邮箱：361833431@qq.com。,四川 成都,f,828725,799,83199,"309,266","1,565,499","2,612,869","4,487,634"
1,5115081353858285,3815664603,2024-12-24 18:00:36,关注,5115167526094715,0,0,关注,2467781350,曲靖消防,https://weibo.com/u/2467781350,云南省曲靖市消防救援支队官方微博,关注消防，就是关注你我生命安全！,云南,m,248417,472,49560,"304,795","83,624","225,708","614,127"
2,5115081353858285,3815664603,2024-12-24 17:26:56,关注,5115159053865774,0,0,关注,1412484181,德州新闻网官方微博,https://weibo.com/u/1412484181,德州新闻网官方微博,违规举报电话 05342562871,山东,m,224046,1148,57865,"295,762","91,716","371,918","759,396"
3,5115081353858285,3815664603,2024-12-24 17:05:56,关注热点资讯,5115153771136245,0,0,关注热点资讯,3190998314,定陶检察,https://weibo.com/u/3190998314,山东省菏泽市定陶区人民检察院官方微博,,山东,m,60808,2014,141963,"697,672","1,494,648","1,898,414","4,090,734"
4,5115081353858285,3815664603,2024-12-24 16:43:29,"关注<img alt=""[话筒]"" title=""[话筒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/48/2018new_huatong_org.png"" />",5115148121408604,0,0,关注[话筒],2527687040,湖北消防,https://weibo.com/u/2527687040,湖北省消防救援总队官方微博,精诚团结、敢打必胜、勇于担当、锐意进取、奋楫荆楚,湖北 武汉,m,1163000,807,64085,"2,425,738","396,348","2,589,420","5,411,506"
5,5115081353858285,3815664603,2024-12-24 16:36:59,关注,5115146484320619,0,0,关注,5144607534,平安越西,https://weibo.com/u/5144607534,四川省凉山州越西县公安局官方微博,这里是四川省凉山彝族自治州越西县公安局官方媒体，在这里，您可以了解到越西警方最新警务动态。遇有危难请拨打110。,四川,m,4950,527,15007,"231,549","2,014","171,476","405,039"
6,5115081353858285,3815664603,2024-12-24 16:30:43,关注,5115144907262714,0,0,关注,2359162503,菏泽巨野县法院,https://weibo.com/u/2359162503,山东省巨野县人民法院官方微博,法律的基本原则是:为人诚实，不损害他人，给予每个人他应得的部分。,山东 菏泽,m,218671,2550,242359,"3,221,279","2,607,253","2,303,629","8,132,161"
7,5115081353858285,3815664603,2024-12-24 16:06:34,"关注<img alt=""[给你小心心]"" title=""[给你小心心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/ca/qixi2018_xiaoxinxin_org.png"" />",5115138828403998,0,0,关注[给你小心心],7600619838,莱山融媒,https://weibo.com/u/7600619838,烟台市莱山区融媒体中心官方微博,,山东 烟台,m,6755,300,29915,"209,112","17,573","87,779","314,464"
8,5115081353858285,3815664603,2024-12-24 15:56:42,来了,5115136346162363,0,0,来了,2942506383,红薯视频,https://weibo.com/u/2942506383,红薯视频官方微博,,陕西,m,477974,634,4926,"44,929","2,078","51,268","98,275"
9,5115081353858285,3815664603,2024-12-24 15:47:35,关注。,5115134051617238,0,0,关注。,5539777260,菏泽日报,https://weibo.com/u/5539777260,《菏泽日报》,,山东,m,37461,1307,63586,"427,118","133,616","436,808","997,542"
10,5115081353858285,3815664603,2024-12-24 15:47:32,关注,5115134043750708,0,0,关注,5539777260,菏泽日报,https://weibo.com/u/5539777260,《菏泽日报》,,山东,m,37461,1307,63586,"427,118","133,616","436,808","997,542"
11,5115081353858285,3815664603,2024-12-24 15:39:03,关注,5115131903870284,0,0,关注,2384889627,成都地铁,https://weibo.com/u/2384889627,成都轨道交通集团有限公司,感谢您关注成都轨道集团官方微博！我们将坚持“秉持真诚、服务大众”的理念竭诚为您服务！我们的热线电话是028-61638000。（05:50-00:20）,四川 成都,m,2036885,1609,97844,"3,484,824","2,697,718","10,450,150","16,632,692"
12,5115081353858285,3815664603,2024-12-24 15:05:44,关注了,5115123519195321,0,0,关注了,5999587576,汉滨检察,https://weibo.com/u/5999587576,陕西省安康市汉滨区人民检察院官方微博,安康市汉滨区人民检察院官方微博,陕西,m,1344,809,75103,"125,398","19,795","311,462","456,655"
13,5115081353858285,3815664603,2024-12-24 15:05:41,关注,5115123506615319,0,0,关注,5999587576,汉滨检察,https://weibo.com/u/5999587576,陕西省安康市汉滨区人民检察院官方微博,安康市汉滨区人民检察院官方微博,陕西,m,1344,809,75103,"125,398","19,795","311,462","456,655"
14,5115081353858285,3815664603,2024-12-24 14:44:02,"关注<img alt=""[话筒]"" title=""[话筒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/48/2018new_huatong_org.png"" /><a target=""_blank"" href=""https://weibo.com/2206820037/P6j3GdxWS""><img class=""icon-link"" title=""http://t.cn/A6uA0nsb"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_weibo_default.png""/>微博正文</a>",5115118058472482,0,0,关注[话筒]http://t.cn/A6uA0nsb,2206820037,成都公安,https://weibo.com/u/2206820037,成都市公安局官方微博,"这里是四川省成都市公安局官方微博，在这里，您可以了解到成都警方的新闻资讯。报警、投诉、反映情况，请拨打110。Welcome to the Weibo of Chengdu Police. If you require emergency assistance, please dial 110.",四川,m,1460758,1066,61846,"935,085","967,657","1,593,203","3,495,945"
15,5115081353858285,3815664603,2024-12-24 14:42:55,关注,5115117775880996,0,0,关注,6169296469,宣汉交警,https://weibo.com/u/6169296469,宣汉县公安局交通警察大队官方微博,宣传交通法律法规，播报交警动态，记录你和你身边感人的交通事故。,四川,m,2921,468,24746,"118,268","8,242","93,980","220,490"
16,5115081353858285,3815664603,2024-12-24 14:10:57,关注,5115109733566274,0,0,关注,1908691000,绵阳高新公安,https://weibo.com/u/1908691000,四川省绵阳市公安局高新分局官方微博,高新公安，守护平安！,四川 绵阳,m,9008,898,36271,"388,557","7,083","296,240","691,880"
17,5115081353858285,3815664603,2024-12-24 13:41:11,关注,5115102242278816,0,0,关注,6498082830,龙口市融媒体中心,https://weibo.com/u/6498082830,龙口市融媒体中心官方微博,龙口市融媒体中心,山东,m,29597,514,25431,"481,064","103,813","602,588","1,187,465"
18,5115081353858285,3815664603,2024-12-24 13:36:49,关注,5115101143633229,0,0,关注,6167691229,眉山天府新区,https://weibo.com/u/6167691229,眉山天府新区融媒体中心,四川天府新区眉山管理委员会,四川 眉山,m,130362,275,21719,"54,662","4,361","67,439","126,462"
