,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5150250479128563,7690613451,2025-03-31 13:36:53,昨天晚上和我妈妈去买水果，那边的售货员一边收拾水果一边说，你女儿都这么大了，以后要结婚了吧。我想什么东西？……非常无语， 才多少岁，我没说话，后面两秒我想不行！我直接说我不结婚的。她也就说啊，我说是！我不结婚。我想我没有沉默而是勇敢表达自己的想法我真厉害,来自江西,5150252781012459,2,93,昨天晚上和我妈妈去买水果，那边的售货员一边收拾水果一边说，你女儿都这么大了，以后要结婚了吧。我想什么东西？……非常无语， 才多少岁，我没说话，后面两秒我想不行！我直接说我不结婚的。她也就说啊，我说是！我不结婚。我想我没有沉默而是勇敢表达自己的想法我真厉害,7451496181,罗里罗lll,https://weibo.com/u/7451496181,,江西 南昌,f,43,1134,340,"1,623",5,"1,119","2,747",
1,5150250479128563,7690613451,2025-03-31 13:45:36,"上次亲戚一起出去吃烧烤，我爸让我妈去拿菜，他自己在喝酒，我就说你要吃自己去拿，我妈就没动，他看没人理他就自己去拿了<img alt=""[微笑]"" title=""[微笑]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e3/2018new_weixioa02_org.png"" />",来自四川,5150254974637095,0,41,上次亲戚一起出去吃烧烤，我爸让我妈去拿菜，他自己在喝酒，我就说你要吃自己去拿，我妈就没动，他看没人理他就自己去拿了[微笑],5702013138,乌拉呀哈氏乌萨奇,https://weibo.com/u/5702013138,阳光会在下个季节遇见我！/my boyfriend is gay,北京,f,29,381,3518,"2,959",32,"2,139","5,130",
2,5150250479128563,7690613451,2025-03-31 14:07:28,以前我就不会的，现在有时候就直接对同学说，例如同学男说“我不生小孩” 我：生不生女的决定,来自天津,5150260478350338,1,30,以前我就不会的，现在有时候就直接对同学说，例如同学男说“我不生小孩” 我：生不生女的决定,7363069117,又困又饿饥寒交迫,https://weibo.com/u/7363069117,,其他,f,23,187,144,87,2,29,118,
3,5150250479128563,7690613451,2025-03-31 13:49:13,要一次又一次发出坚定的反驳声音,来自湖南,5150255889776740,0,15,要一次又一次发出坚定的反驳声音,7308434316,所有想好的昵称全被占用,https://weibo.com/u/7308434316,循此苦旅，以觅繁星,湖南,f,34,450,886,106,13,189,308,
4,5150250479128563,7690613451,2025-03-31 16:41:35,是的，以前我觉得完全没说的必要，我做好我自己就好，现在我完全改变了，我要当这个蝴蝶效应中的一环，量变才能质变，又或者勇敢的做个火苗,来自北京,5150299263864770,0,11,是的，以前我觉得完全没说的必要，我做好我自己就好，现在我完全改变了，我要当这个蝴蝶效应中的一环，量变才能质变，又或者勇敢的做个火苗,1497702691,长风衣大墨镜,https://weibo.com/u/1497702691,乐观的悲观主义者,北京 崇文区,f,754,100,7885,"1,285",672,"2,969","4,926",
5,5150250479128563,7690613451,2025-03-31 21:47:07,"最近一直在做<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" /> 我就要当那个出头的聒噪的女人！",来自德国,5150376152271163,0,6,最近一直在做[心] 我就要当那个出头的聒噪的女人！,6012533134,真的Libby,https://weibo.com/u/6012533134,一个致力于美化世界的未来国际访谈节目主持人。,海外 澳大利亚,f,64,121,423,170,24,246,440,
6,5150250479128563,7690613451,2025-03-31 15:14:40,好,来自新疆,5150277389781978,0,0,好,7622569590,火辣毛毛鱼,https://weibo.com/u/7622569590,,其他,f,41,111,619,322,1,255,578,
7,5150250479128563,7690613451,2025-03-31 16:30:44,好,来自河北,5150296531796898,0,0,好,7511995397,将将将将江目,https://weibo.com/u/7511995397,,其他,m,131,937,1279,100,2,353,455,
8,5150250479128563,7690613451,2025-04-02 16:52:21,图片评论 ,来自广东,5151026748064927,0,0,图片评论 http://t.cn/A6r4DACg,5428721767,米克13qq,https://weibo.com/u/5428721767,主号 @独人13qq,广东 广州,f,34,180,89,17,0,229,246,
9,5150250479128563,7690613451,2025-03-31 13:42:45,几年前还会觉得别人会不会觉得我太自私太激进现在觉得完全就是个好词啊，只要我活着就要发声，就要表达，为自己，也为女性共同体。,来自湖南,5150254257933187,1,18,几年前还会觉得别人会不会觉得我太自私太激进现在觉得完全就是个好词啊，只要我活着就要发声，就要表达，为自己，也为女性共同体。,7534506633,鞋带总开的蓝色,https://weibo.com/u/7534506633,蹩脚地说出你信任的事情 胜过成为言不由衷的诗人,其他,f,8370,2795,556,"11,068","2,561","32,633","46,262",情感博主
10,5150250479128563,7690613451,2025-04-01 20:30:47,对,来自江苏,5150719331012805,0,0,对,1087833072,Leoedo多,https://weibo.com/u/1087833072,一轮明月洗征尘,其他,f,1251,1324,30818,"11,656","29,805","6,933","48,394",
11,5150250479128563,7690613451,2025-03-31 17:05:48,你好像把女性标榜的很弱势的样子 你去呼吁这些 就好比在一个残疾人面前说 我呼吁我们一定尊重残疾人 让他们觉得自己不是弱势群体 可是过于强调与正常人的不同也等同是心里觉得ta是弱势群体 你这微博的言论 我真是看的眼前一黑又一黑,来自四川,5150305361330544,2,2,你好像把女性标榜的很弱势的样子 你去呼吁这些 就好比在一个残疾人面前说 我呼吁我们一定尊重残疾人 让他们觉得自己不是弱势群体 可是过于强调与正常人的不同也等同是心里觉得ta是弱势群体 你这微博的言论 我真是看的眼前一黑又一黑,3053074491,永远的仙妻,https://weibo.com/u/3053074491,当你心里有我，天涯就是咫尺。,四川 乐山,f,333,903,2315,"1,211",89,"2,275","3,575",
