,main_body_mid,main_body_uid,发布时间,处理内容,mid,回复数量,点赞数量,原生内容,评论地点,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5062880544162422,7292105180,2024-08-29 15:33:04,"奖品名称：358元赢智尚荆棘玫瑰锆石胸针+陈数签名照*1人；抽奖时间：2024-09-01 18:32:00；抽奖规则：<a target=""_blank"" href=""https://lottery.media.weibo.com/lottery/h5/history/list?mid=5062880544162422&mark_id=999_reallog_mark_ad%3A999%7CWeiboADNatural""><img class=""icon-link"" title=""http://t.cn/A6RiHM1u"" src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""/>抽奖详情</a>",5072731018891376,0,0,奖品名称：358元赢智尚荆棘玫瑰锆石胸针+陈数签名照*1人；抽奖时间：2024-09-01 18:32:00；抽奖规则：http://t.cn/A6RiHM1u,,5581785513,微博抽奖平台,https://weibo.com/u/5581785513,微博抽奖平台官方账号,微博官方唯一抽奖工具--@微博抽奖平台,北京,m,16548567,1327,7781,"4,727,799","6,339,622","12,313,802","23,381,223"
1,5062880544162422,7292105180,2024-08-02 13:20:42,"喜欢这个！！！！快安排上<img alt=""[握手]"" title=""[握手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e9/2018new_woshou_org.png"" /> ",5062913238762015,1,5,喜欢这个！！！！快安排上[握手] http://t.cn/A68pUmKd,来自广东,7658122832,一只被陈数打入冷宫的鹅,https://weibo.com/u/7658122832,超话粉丝钻咖（陈数超话）,心中有澍,其他,f,145,44,537,592,105,"3,624","4,321"
2,5062880544162422,7292105180,2024-08-02 12:28:07,"我喜欢这个<img alt=""[哇]"" title=""[哇]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png"" /> ",5062900002066141,1,1,我喜欢这个[哇] http://t.cn/A68p24hQ,来自广东,2678589083,树枝小蚊子,https://weibo.com/u/2678589083,,年轻漂亮不是成就，持续地丰富内心才是女性毕生该追求的❤️,广东 深圳,f,229,262,1918,365,67,931,"1,363"
3,5062880544162422,7292105180,2024-08-02 15:02:19,超美！ ,5062938807502786,1,0,超美！ http://t.cn/A68plaNc,来自辽宁,6070287871,语数英Niuiu_,https://weibo.com/u/6070287871,,尚好的日子,辽宁,f,533,512,3458,"4,215",345,"17,371","21,931"
4,5062880544162422,7292105180,2024-08-02 14:58:33,都喜欢,5062937859855417,1,0,都喜欢,来自山东,7822307818,M沐沐-,https://weibo.com/u/7822307818,,,其他,f,6,29,46,33,3,113,149
5,5062880544162422,7292105180,2024-08-02 14:20:05,"都喜欢<img alt=""[哇]"" title=""[哇]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png"" />",5062928178351312,1,0,都喜欢[哇],来自江西,5591159056,澍的一粒米饭,https://weibo.com/u/5591159056,,,江西 赣州,f,192,318,4056,"1,157",309,"6,588","8,054"
6,5062880544162422,7292105180,2024-08-02 17:46:15,"【中奖秘籍】关注<a href=/n/YZS赢智尚 usercard=""name=@YZS赢智尚"">@YZS赢智尚</a>+转发微博+评论你喜欢的陈数LOOK，9月1日开奖！",5062980062417006,0,0,【中奖秘籍】关注@YZS赢智尚+转发微博+评论你喜欢的陈数LOOK，9月1日开奖！,来自广东,7292105180,YZS赢智尚,https://weibo.com/u/7292105180,深圳市赢领智尚服饰科技有限公司官方微博,赢智尚显瘦干练职场装—身材小一码，气场大一码,广东,f,68151,166,2161,"60,090","118,817","57,781","236,688"
7,5062880544162422,7292105180,2024-08-02 11:30:56,优雅有力量。很好看 ,5062885610882885,0,0,优雅有力量。很好看 http://t.cn/A68pzPRL,来自广东,1659557817,我就是大王417,https://weibo.com/u/1659557817,《花样盛年》杂志主编,姗姗她妈。《花样盛年》主编,广东,f,6164,1891,9619,"3,896","2,871","3,380","10,147"
8,5062880544162422,7292105180,2024-08-02 14:18:02,品牌官博头像这身不错,5062927666905215,0,2,品牌官博头像这身不错,来自北京,7767456855,秘密崩塌猫眼是乌鸦,https://weibo.com/u/7767456855,,青柑普洱伏特不用加冰块｜lgbt,重庆,f,113,168,2043,"2,536",95,523,"3,154"
9,5062880544162422,7292105180,2024-08-03 01:38:42,我喜欢这个 ,5063098962543269,0,1,我喜欢这个 http://t.cn/A680TQuY,来自河北,1810447613,万澜shingston,https://weibo.com/u/1810447613,万澜商贸有限公司 董事 财经博主,专业开发俄语、英语、阿拉伯语、法语、葡语、德语国家、中东、欧美、北非、南非、东南亚客户,河北,m,172285,2272,6165,"3,065","2,088","35,569","40,722"
10,5062880544162422,7292105180,2024-08-02 19:49:05,"借个<img alt=""[吃馕]"" title=""[吃馕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a6/2023_Nang_org.png"" /><img alt=""[吃馕]"" title=""[吃馕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a6/2023_Nang_org.png"" /><img alt=""[吃馕]"" title=""[吃馕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a6/2023_Nang_org.png"" /> ",5063010972337114,0,1,借个[吃馕][吃馕][吃馕] http://t.cn/A68pe1kU,来自河北,7736655897,是小颖奥,https://weibo.com/u/7736655897,超话粉丝大咖（陈数超话）,青春短暂，相遇既是缘分,河北,f,145,63,892,880,75,"3,239","4,194"
