,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
0,5156002832842978,1541648212,25年04月16日 10:39,而且还会因为你能力强，嫉妒你，从而给你造huang谣。,来自河北,5156006254611243,63,而且还会因为你能力强，嫉妒你，从而给你造huang谣。,1541648212,陌川_MC,https://weibo.com/u/1541648212,教育博主 超话粉丝大咖（陌川聊职场超话） 微博原创视频博主 头条文章作者,在知识星球卖个人成长付费文章的，著有『自然社交：让情绪不再敏感』（清华大学出版），详见置顶微博。ps不是营肖号也不抱团，以文会友，不投缘勿扰,其他,m,339229,912,37944,"763,284","1,103,422","7,192,046","9,058,752"
1,5156002832842978,1541648212,25年04月16日 20:11,我有个同事就是。她在控股公司我在总部，她就是因为长得好看然后领导在她工作有一点失误的时候说他是花瓶。男同事都想不花钱白嫖她，女同事天天盯着她穿什么。全是奇葩。,来自广东,5156150312173799,19,我有个同事就是。她在控股公司我在总部，她就是因为长得好看然后领导在她工作有一点失误的时候说他是花瓶。男同事都想不花钱白嫖她，女同事天天盯着她穿什么。全是奇葩。,7283314843,流汗黄豆微笑,https://weibo.com/u/7283314843,,冲浪网友,其他,f,41,562,527,5,69,24,98
2,5156002832842978,1541648212,25年04月17日 21:35,"懂了<img alt=""[跪了]"" title=""[跪了]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/75/2018new_gui_org.png"" />",来自湖北,5156533932921129,0,懂了[跪了],1501396950,海蓝石love,https://weibo.com/u/1501396950,,这世界上确实有什么是永垂不朽的:那是一双蓝色的眼睛，伊布海的蓝色，映出世间万物。,湖北,f,202,193,3764,535,126,330,991
3,5156002832842978,1541648212,25年04月17日 22:35,"回复<a href=/n/曼德维尔叶大妖 usercard=""name=@曼德维尔叶大妖"">@曼德维尔叶大妖</a>:有一个算一个都是骚扰，除非女孩子心性坚定，不然就是很容易被坑害。",来自湖北,5156548814573468,0,回复@曼德维尔叶大妖:有一个算一个都是骚扰，除非女孩子心性坚定，不然就是很容易被坑害。,1501396950,海蓝石love,https://weibo.com/u/1501396950,,这世界上确实有什么是永垂不朽的:那是一双蓝色的眼睛，伊布海的蓝色，映出世间万物。,湖北,f,202,193,3764,535,126,330,991
4,5156002832842978,1541648212,25年04月17日 22:12,"回复<a href=/n/海蓝石love usercard=""name=@海蓝石love"">@海蓝石love</a>:或许也有能利用自己外表的吧，但是我没见过，只见过被人坑害的",来自湖南,5156543059203538,0,回复@海蓝石love:或许也有能利用自己外表的吧，但是我没见过，只见过被人坑害的,5080797715,曼德维尔叶大妖,https://weibo.com/u/5080797715,,终于变成了整天哈哈哈的账号。,湖北 武汉,f,60,212,12660,"1,021","11,548","2,685","15,254"
5,5156002832842978,1541648212,25年04月17日 18:48,"回复<a href=/n/你们别吵了打一架啊 usercard=""name=@你们别吵了打一架啊"">@你们别吵了打一架啊</a>:而且我身材也好，我同事也喊我穿的凹凸一点，但是我实际晓得这都是开玩笑，真穿了大家都笑不出来了<img alt=""[可爱]"" title=""[可爱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/09/2018new_keai_org.png"" />，况且单位也没有我想这么穿的人",来自四川,5156491717252761,0,回复@你们别吵了打一架啊:而且我身材也好，我同事也喊我穿的凹凸一点，但是我实际晓得这都是开玩笑，真穿了大家都笑不出来了[可爱]，况且单位也没有我想这么穿的人,3157932350,姜饼加红糖,https://weibo.com/u/3157932350,,做事要认真，做人就不用了/镇魂,四川 达州,f,324,390,77,333,6,190,529
6,5156002832842978,1541648212,25年04月17日 15:05,"回复<a href=/n/姜饼加红糖 usercard=""name=@姜饼加红糖"">@姜饼加红糖</a>:嗯确实好看<img alt=""[抱一抱]"" title=""[抱一抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/af/2020_hug_org.png"" />那只能上班怎么恶心怎么穿吧（如果公司没硬性要求的话）",来自新疆,5156435625771970,0,回复@姜饼加红糖:嗯确实好看[抱一抱]那只能上班怎么恶心怎么穿吧（如果公司没硬性要求的话）,6871779781,你们别吵了打一架啊,https://weibo.com/u/6871779781,,乐子人，人如id,其他,f,12,434,240,84,5,248,337
7,5156002832842978,1541648212,25年04月17日 12:21,"回复<a href=/n/刘恋菲儿 usercard=""name=@刘恋菲儿"">@刘恋菲儿</a>:是个很知名的公司……行业龙头那种，具体确实不便透露。这个也跟公司没关系，我待的两家企业都是龙头老大，照样遍地奇葩<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" /><img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />",来自广东,5156394367713539,1,回复@刘恋菲儿:是个很知名的公司……行业龙头那种，具体确实不便透露。这个也跟公司没关系，我待的两家企业都是龙头老大，照样遍地奇葩[允悲][允悲],7283314843,流汗黄豆微笑,https://weibo.com/u/7283314843,,冲浪网友,其他,f,41,562,527,5,69,24,98
8,5156002832842978,1541648212,25年04月17日 11:12,"回复<a href=/n/流汗黄豆微笑 usercard=""name=@流汗黄豆微笑"">@流汗黄豆微笑</a>:就是那个意思<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自四川,5156377031082253,0,回复@流汗黄豆微笑:就是那个意思[笑cry],3157932350,姜饼加红糖,https://weibo.com/u/3157932350,,做事要认真，做人就不用了/镇魂,四川 达州,f,324,390,77,333,6,190,529
9,5156002832842978,1541648212,25年04月17日 09:50,"回复<a href=/n/流汗黄豆微笑 usercard=""name=@流汗黄豆微笑"">@流汗黄豆微笑</a>:呃，啥公司啊，都是啥人<img alt=""[哆啦A梦害怕]"" title=""[哆啦A梦害怕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/35/2022_dorashock_org.png"" />",来自山西,5156356382786653,0,回复@流汗黄豆微笑:呃，啥公司啊，都是啥人[哆啦A梦害怕],5859221219,刘恋菲儿,https://weibo.com/u/5859221219,,公主没有王子，伤痕就是她们守护自己的骑士。,北京 朝阳区,f,93,2436,167,11,0,73,84
10,5156002832842978,1541648212,25年04月16日 22:38,"回复<a href=/n/姜饼加红糖 usercard=""name=@姜饼加红糖"">@姜饼加红糖</a>:跟打扮没关系。我同事穿的随便不化妆就会被说不化妆，打扮一下就说是花瓶。",来自广东,5156187232017481,0,回复@姜饼加红糖:跟打扮没关系。我同事穿的随便不化妆就会被说不化妆，打扮一下就说是花瓶。,7283314843,流汗黄豆微笑,https://weibo.com/u/7283314843,,冲浪网友,其他,f,41,562,527,5,69,24,98
11,5156002832842978,1541648212,25年04月16日 21:02,"回复<a href=/n/流汗黄豆微笑 usercard=""name=@流汗黄豆微笑"">@流汗黄豆微笑</a>:现在就很惹同性喜欢 这才是最重要的 但凡我打扮了 两头都得罪",来自四川,5156163164308302,4,回复@流汗黄豆微笑:现在就很惹同性喜欢 这才是最重要的 但凡我打扮了 两头都得罪,3157932350,姜饼加红糖,https://weibo.com/u/3157932350,,做事要认真，做人就不用了/镇魂,四川 达州,f,324,390,77,333,6,190,529
12,5156002832842978,1541648212,25年04月16日 21:02,"回复<a href=/n/流汗黄豆微笑 usercard=""name=@流汗黄豆微笑"">@流汗黄豆微笑</a>:所以不管我关系好的同事怎么说喊我打扮我都不打扮 我确实长得好看性格好 身材好 但是我就是漂了头发现在半截黄不拉几不化妆穿很it",来自四川,5156163004405610,1,回复@流汗黄豆微笑:所以不管我关系好的同事怎么说喊我打扮我都不打扮 我确实长得好看性格好 身材好 但是我就是漂了头发现在半截黄不拉几不化妆穿很it,3157932350,姜饼加红糖,https://weibo.com/u/3157932350,,做事要认真，做人就不用了/镇魂,四川 达州,f,324,390,77,333,6,190,529
