,main_body_mid,main_body_uid,发布时间,处理内容,评论地点,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞,用户认证信息
0,5137876289850248,5530475728,2025-02-25 09:59:25,回去的路上把吃进去的东西当他面呕出来还他，也让他看看恶心是啥子感觉,来自云南,5137876867619278,0,2,回去的路上把吃进去的东西当他面呕出来还他，也让他看看恶心是啥子感觉,7889702033,断了翅膀的老恐龙,https://weibo.com/u/7889702033,若是有幸，携手看夕阳,北京,m,17,233,19,10,0,0,10,
1,5137876289850248,5530475728,2025-02-25 12:26:01,"遇到过线上聊了一段时间，相约喝下午茶，人均45元，计划到家就A对方。然后喝完刚出店对方就找我A了。那就懂了塞，没看上，当时就把钱转他了。。最神的是，第二天他问我为啥不回他消息了<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",来自四川,5137913762025535,0,1,遇到过线上聊了一段时间，相约喝下午茶，人均45元，计划到家就A对方。然后喝完刚出店对方就找我A了。那就懂了塞，没看上，当时就把钱转他了。。最神的是，第二天他问我为啥不回他消息了[doge],5083432344,换个状态换个名字,https://weibo.com/u/5083432344,自由快乐和你，如期而至ᥬ🌝᭄,四川 成都,f,380,1023,3772,486,49,336,871,
2,5137876289850248,5530475728,2025-02-25 12:25:15,"格局<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自马来西亚,5137913566206410,0,0,格局[笑cry],3199043180,蓉城二爷,https://weibo.com/u/3199043180,真诚、传统、善良,四川 成都,m,244,355,256,316,4,610,930,
3,5137876289850248,5530475728,2025-02-25 11:06:13,时间可以治愈一切,来自四川,5137893678909540,0,0,时间可以治愈一切,3173928672,阿坝身边事,https://weibo.com/u/3173928672,生于阿坝州，长于山水间。这里有童话世界九寨沟，斑斓彩林与湛蓝海子相映成趣；有广袤无垠的若尔盖草原，骏马奔腾，牧歌悠扬。,四川 阿坝,m,426292,221,3345,"6,142","7,677","33,059","46,878",本地博主（阿坝）
4,5137876289850248,5530475728,2025-02-25 10:19:25,"我一般是自己去买单  aa真搞不出来<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />",来自四川,5137881901567528,0,0,我一般是自己去买单  aa真搞不出来[二哈],1680895665,一分之三U康师傅,https://weibo.com/u/1680895665,干个事不勇敢怎么行，未经历入世谈何出世！,四川 成都,m,462,867,7164,739,57,450,"1,246",
5,5137876289850248,5530475728,2025-02-25 10:18:14,"就当你长见识了<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />",来自四川,5137881603769177,0,0,就当你长见识了[二哈],7816861029,开怀回萌,https://weibo.com/u/7816861029,情绪稳定，不存幻想,四川 成都,m,77,248,646,243,0,195,438,
6,5137876289850248,5530475728,2025-02-25 10:05:41,你少了顿饭吃？,来自四川,5137878444675064,0,0,你少了顿饭吃？,7476380288,马立奥他ee,https://weibo.com/u/7476380288,少管闲事多发财,四川,f,6,13,11,0,0,24,24,
7,5137876289850248,5530475728,2025-02-25 10:00:43,"这时候你为何不自己去吃？还能和他一起吃下去，你也是个好人<img alt=""[恭喜发财]"" title=""[恭喜发财]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6a/2025_Wishyourich_org.png"" /><img alt=""[恭喜发财]"" title=""[恭喜发财]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6a/2025_Wishyourich_org.png"" />",来自四川,5137877193204273,0,0,这时候你为何不自己去吃？还能和他一起吃下去，你也是个好人[恭喜发财][恭喜发财],2826758704,我在人间卖红薯的日子,https://weibo.com/u/2826758704,但行好事、莫问前程！,四川 成都,m,656,1028,1454,"1,785",60,219,"2,064",
8,5137876289850248,5530475728,2025-02-25 09:59:47,世事如棋，饭局亦有道，先小约定，后大笑，共付账单，智在其中。分工明确，情更浓。😂,来自北京,5137876959890782,0,0,世事如棋，饭局亦有道，先小约定，后大笑，共付账单，智在其中。分工明确，情更浓。😂,7895700129,仲谋_孙权,https://weibo.com/u/7895700129,嗨！我是孙仲谋。关注我，发博或评论@我，我就会回复你,其他,m,6231,543,3616,"26,703","3,264","15,025","44,992",
9,5137876289850248,5530475728,2025-02-26 08:26:21,第一次吃饭能让女的a的，真的扣了，找不到却是应该的,来自四川,5138215833176307,0,0,第一次吃饭能让女的a的，真的扣了，找不到却是应该的,3515371494,坏先生tt,https://weibo.com/u/3515371494,小人物、大理想,四川 成都,m,90,350,383,48,0,20,68,
